"1789-Washington" "1793-Washington" "1797-Adams" "1801-Jefferson" "1805-Jefferson" "1809-Madison" "1813-Madison" "1817-Monroe" "1821-Monroe" "1825-Adams" "1829-Jackson" "1833-Jackson" "1837-VanBuren" "1841-Harrison" "1845-Polk" "1849-Taylor" "1853-Pierce" "1857-Buchanan" "1861-Lincoln" "1865-Lincoln" "1869-Grant" "1873-Grant" "1877-Hayes" "1881-Garfield" "1885-Cleveland" "1889-Harrison" "1893-Cleveland" "1897-McKinley" "1901-McKinley" "1905-Roosevelt" "1909-Taft" "1913-Wilson" "1917-Wilson" "1921-Harding" "1925-Coolidge" "1929-Hoover" "1933-Roosevelt" "1937-Roosevelt" "1941-Roosevelt" "1945-Roosevelt" "1949-Truman" "1953-Eisenhower" "1957-Eisenhower" "1961-Kennedy" "1965-Johnson" "1969-Nixon" "1973-Nixon" "1977-Carter" "1981-Reagan" "1985-Reagan" "1989-Bush" "1993-Clinton" "1997-Clinton" "2001-Bush" "2005-Bush" "2009-Obama" "2013-Obama" "2017-Trump" "2021-Biden" "2025-Trump"
"understand" 0 0 0 1 2 0 0 0 0 0 0 0 0 3 1 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 0 8 2 1 1 3 3 2 0 1 0 0 0 1 3 0 1 0 1 0 0 0 0 3 2 2 2 0
"today" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 1 1 1 0 7 0 2 2 4 0 4 2 1 2 3 2 5 5 1 6 5 7 10 6 2 3 6 6 5 9 10
"relationship" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
"concern" 1 0 1 2 0 0 0 1 1 2 0 2 3 4 2 0 0 1 1 0 0 1 1 4 1 0 2 1 0 0 1 1 1 5 2 5 1 1 0 0 2 2 1 0 0 3 0 0 1 0 0 0 0 1 0 0 0 0 0 0
"tax" 0 0 0 0 2 0 0 1 3 1 0 1 0 0 6 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 2 0 0 1 9 0 1 0 0 0 0 0 0 0 0 0 0 0 4 6 0 0 0 1 0 0 1 1 0 2
"old" 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 3 0 0 1 0 0 0 0 0 2 1 1 1 1 0 4 9 2 4 3 2 1 1 0 1 1 7 1 4 1 0 3 6 2 4 2 0 3 0 2 0 1
"properti" 0 0 0 0 2 0 0 4 2 0 1 0 0 1 0 0 0 0 3 0 1 0 0 0 2 0 0 0 2 0 2 1 0 0 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"progress" 0 0 0 0 1 1 2 1 5 1 1 0 2 2 1 0 1 4 0 1 0 2 1 1 0 2 0 2 2 0 7 0 0 5 0 17 2 8 1 0 2 0 3 1 1 1 5 0 2 6 1 0 2 0 2 1 1 0 2 0
"ideal" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 1 0 4 3 9 0 3 2 0 0 0 0 0 0 0 1 1 1 0 0 3 0 6 8 3 1 0 1 0
"educ" 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 2 1 2 1 5 1 1 0 0 2 0 0 1 1 7 0 1 0 0 0 0 1 0 0 2 1 0 1 0 1 0 3 0 0 0 0 1 0 1
"crimin" 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"cooper" 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 2 1 0 0 2 0 1 1 2 7 0 0 0 0 5 1 0 2 0 1 0 0 1 0 0 0 0 0 0 2 0 0 0 0
"direct" 0 0 0 0 3 1 0 0 3 2 0 2 2 5 2 1 2 1 2 1 0 2 0 2 0 2 1 3 2 0 6 1 0 1 5 6 3 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 3 1 0 0 0 0 2
"self-govern" 0 0 0 0 0 0 0 1 1 0 0 0 1 0 2 0 0 1 0 0 0 0 3 3 1 0 0 0 1 2 0 0 0 0 0 6 0 1 0 0 2 0 0 0 1 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0
"settlement" 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 3 1 0 0 0 0 1 3 6 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"organ" 0 0 0 0 0 0 0 2 2 1 0 0 1 1 1 0 2 0 2 0 0 0 1 1 0 4 0 1 2 0 2 1 1 1 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
"help" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 2 0 1 2 0 2 5 2 7 2 0 0 7 4 8 4 1 4 6 2 3 5 5 2 1 0 3 2 0 0 0 2
"leadership" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 5 7 1 0 0 1 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1
"valu" 0 0 1 0 0 0 1 2 0 1 0 0 2 0 2 0 0 1 0 0 0 2 2 3 0 2 0 4 0 0 0 0 0 0 0 0 5 0 0 0 0 1 1 0 1 0 0 1 1 2 0 0 3 3 2 1 3 0 0 0
"disciplin" 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"money" 0 0 0 0 0 0 0 3 0 1 2 1 0 2 3 0 0 4 0 0 0 0 0 4 0 0 2 4 1 0 0 0 0 0 2 0 5 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 4
"lie" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 2 2 2 1 5 1 0 0 1 2 1 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 3 0
"neighbor" 0 0 1 0 0 1 0 0 3 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 4 1 1 0 0 1 0 1 2 2 0 0 2 0 2 0 1 1 1 0 0 0 2 0
"mere" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 1 0 4 4 0 0 0 4 0 0 0 0 3 0 1 5 3 0 0 3 2 4 2 1 0 0 2 1 2 0 0 2 1 0 0 1 0 0 0 0 0 1 1 1 0
"endur" 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 2 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 4 2 1 0 0 0 0 0 2 1 1 1 1 1 0 1 1 1 0 4 4 0 2 0
"profit" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 1 0 4 1 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"emerg" 0 0 0 0 0 0 0 2 1 0 0 0 2 0 0 0 1 0 0 0 2 0 1 1 0 0 0 2 0 0 2 0 0 1 0 1 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 3
"accomplish" 1 0 0 0 0 0 0 2 1 1 1 0 0 3 3 0 1 3 0 0 1 1 2 2 1 1 1 0 1 0 3 0 0 0 0 2 3 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0
"democraci" 0 0 0 0 0 0 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 1 8 9 2 9 0 0 0 1 0 0 0 0 3 5 4 5 2 1 0 2 0 11 1
"million" 0 0 0 0 0 0 0 0 0 3 1 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 2 0 7 1 0 2 0 1 0 0 0 0 0 2 3 0 4 3 0 2 0 0 3 1 4
"econom" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 0 1 1 0 1 0 0 4 1 1 5 3 6 1 6 0 0 7 4 1 0 0 0 0 0 4 4 0 0 0 0 1 0 2 0 0 0
"road" 0 0 0 1 1 0 0 1 0 2 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 2 1 1 0 0
"solv" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 2 1 0 0 4 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0
"disast" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1
"bodi" 0 0 1 0 1 0 0 2 2 1 0 0 1 10 0 2 0 0 1 0 0 0 0 0 0 5 0 2 0 1 0 3 0 1 1 0 0 0 5 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0
"speak" 0 0 1 1 0 1 0 1 0 0 0 1 0 2 0 0 2 1 4 0 0 1 1 1 0 0 0 0 0 0 1 0 2 2 0 1 1 1 5 0 0 0 3 0 0 3 0 0 2 1 2 1 1 2 3 0 0 1 1 0
"someth" 0 0 1 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 2 1 0 2 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 2 2 0 0 1 4
"sacr" 1 0 0 2 0 0 1 0 0 1 0 2 5 2 3 0 3 2 0 0 0 0 0 2 1 0 0 1 0 0 1 0 0 1 0 1 2 0 3 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 3 1
"destini" 1 0 1 2 0 1 0 1 0 1 0 0 0 0 2 0 1 2 0 0 0 0 1 2 2 0 0 2 1 0 0 0 0 3 1 1 1 0 3 0 0 1 3 0 2 5 0 0 0 0 0 0 1 0 1 1 0 2 0 2
"person" 1 0 2 2 1 1 1 1 3 1 1 0 0 7 2 0 4 1 5 0 1 1 1 0 0 5 2 0 0 0 1 0 0 0 1 0 1 1 3 0 1 1 0 0 0 0 1 2 1 0 0 1 1 2 0 0 3 0 2 0
"histori" 0 0 1 2 2 0 0 1 0 0 0 0 2 2 0 1 4 4 1 0 0 1 3 2 2 1 0 2 1 0 0 0 1 0 0 2 0 0 3 0 5 6 0 2 1 4 7 0 4 9 3 1 3 3 7 3 2 0 7 3
"land" 0 0 1 2 2 1 0 4 2 3 0 0 1 1 2 0 0 3 2 0 2 1 1 3 2 2 1 2 0 0 1 0 0 1 1 2 2 2 3 1 1 3 2 1 6 0 0 2 3 2 2 2 11 0 2 1 2 2 1 1
"alon" 0 0 0 1 2 1 1 1 0 1 0 0 2 2 1 0 2 1 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 2 1 4 1 0 3 1 2 1 2 0 1 1 0 0 1 1 1 1 2 0 0 1 3 0 0 0
"word" 0 0 0 0 1 0 0 0 0 1 0 0 0 4 0 0 2 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 3 1 0 1 0 3 1 3 0 1 2 1 7 1 1 0 2 4 4 1 2 1
"contin" 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 2 0 1 1 0 0 0 0 2 1 0 1 2 1 0 0 1 3 0 1 2 2 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1
"learn" 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 5 2 0 0 0 4 3 2 2 0 0 1 0 2 0 1 0 2 0 1 1
"test" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 1 0 2 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 3 1
"achiev" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 1 2 2 1 1 1 0 1 0 1 0 0 1 2 1 3 6 2 0 0 2 4 0 0 2 1 0 0 2 1 3 1 0 0 0 1
"given" 2 0 0 0 0 1 1 1 0 0 0 0 2 11 1 0 0 1 4 0 0 1 0 2 0 3 2 4 1 1 4 1 1 0 2 3 2 0 0 2 0 1 1 0 1 1 0 2 0 1 1 0 0 0 1 1 0 0 0 2
"heart" 0 0 2 1 0 1 0 1 0 1 0 1 0 0 1 1 3 1 1 0 0 0 0 1 0 1 0 0 1 0 1 3 1 2 2 0 1 1 0 2 0 2 2 0 2 5 1 0 1 5 7 1 4 1 2 1 1 4 5 1
"gain" 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 2 1 0 0 0 0 0 2 0 0 0 1 1 2 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0
"courag" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 5 0 1 0 1 0 0 0 1 2 1 3 1 0 2 1 0 1 0 0 0 0 0 2 2 1 1 1 6 2 3 2 1 0 2
"work" 0 0 0 1 1 1 1 3 2 2 0 0 1 1 0 0 1 1 0 1 0 0 1 1 1 3 2 2 1 1 7 2 0 2 3 2 3 3 0 2 7 6 2 1 4 0 4 2 7 8 10 7 8 5 6 8 4 1 6 3
"rememb" 0 0 0 0 0 1 0 0 0 0 0 0 1 0 2 0 3 0 0 0 1 0 0 2 0 0 2 1 0 0 0 2 0 0 1 0 0 0 0 2 0 1 0 2 1 0 2 2 0 2 4 0 1 0 1 2 1 2 1 1
"upward" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"simpl" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 2 0 1 0 0 0 4 0 0 1 0 1 1 0 2 0 0 0 1 0 1
"mistak" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 2 0 0 0 0 1 0 0 2 0 0 0 0 0 1 0 0 1 0 0 0
"strive" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 2 0 4 5 0 0 1 1 0 1 2 0 0 1 0 1 0 1 1 0 1
"well-b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"trend" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"believ" 0 0 0 2 2 0 0 1 2 0 0 0 4 5 4 1 3 1 3 1 0 2 1 3 0 0 0 2 1 1 3 1 0 2 3 3 1 1 2 1 8 0 1 1 7 2 0 1 10 4 0 1 0 2 2 1 5 0 3 2
"program" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 8 0 0 0 0 1 0 0 0 3 1 0 0 1 0 1 1 0 0 0
"strengthen" 0 0 0 0 1 0 1 0 0 0 1 1 3 1 2 0 1 0 0 1 1 0 0 3 1 1 0 4 0 0 0 0 0 3 1 3 0 0 0 0 6 2 0 1 0 1 0 1 1 1 0 0 2 0 0 1 1 0 0 0
"communism" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 2 0 0 0 0 0 0 0 0 2 0 0 1 1 1 0 0 1
"intern" 0 0 1 0 1 1 0 1 5 4 1 1 2 0 0 1 2 0 0 0 0 1 1 0 0 1 0 4 2 0 6 0 0 5 4 2 3 0 0 0 5 0 2 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0
"develop" 0 0 0 0 0 0 1 0 1 0 0 0 2 1 2 0 0 0 0 0 0 1 1 2 1 5 0 2 1 2 1 0 0 3 1 4 0 0 0 0 5 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"agreement" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"area" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 0 1 0 1 0 0 0 2 1 0 0 0 0 0 0 0 0 0
"recoveri" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"greater" 1 0 0 1 0 0 1 3 0 0 0 1 0 4 1 0 0 1 1 0 1 0 0 3 0 2 0 2 1 0 3 0 0 1 1 5 0 1 1 0 4 0 2 0 1 0 0 0 3 0 2 0 0 1 1 4 1 0 0 2
"strength" 0 0 0 0 2 0 0 3 3 0 0 0 2 0 1 2 4 0 0 0 0 1 0 1 1 2 3 0 0 1 0 1 0 2 0 2 0 0 0 0 2 10 3 1 2 1 1 7 5 1 3 2 2 1 1 1 2 2 3 1
"hold" 0 0 0 0 0 1 0 2 0 1 0 0 0 2 0 1 1 0 5 0 0 1 0 0 1 3 2 0 0 0 2 1 0 4 5 2 0 2 0 0 2 6 0 1 0 0 0 1 0 1 0 1 0 1 0 0 1 0 0 0
"light" 2 0 0 1 0 1 0 1 2 0 1 0 1 0 0 0 4 0 0 0 0 0 0 4 0 1 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 5 1 2 0 2 0 0 0 1 2 1 0 0 0 2 1 0 1 0
"anoth" 1 0 0 1 1 0 1 1 1 1 0 1 0 6 5 0 0 0 3 1 1 0 0 0 1 2 1 0 0 0 2 0 1 2 1 1 0 0 0 0 0 4 0 0 1 2 3 1 0 2 0 1 3 1 3 0 1 2 9 0
"want" 0 0 0 1 1 0 1 3 0 0 1 0 3 8 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 4 4 0 1 0 0 0 1 0 5 0 1 4 0 1 1 0 2 1 0 0 2 0 0 1 0 2
"earth" 0 0 0 1 0 0 0 0 0 4 0 1 0 0 2 1 2 0 0 0 1 1 0 0 0 2 0 0 0 2 0 0 0 2 3 0 0 0 0 1 2 2 5 2 1 9 0 1 3 6 1 1 1 0 2 3 2 2 0 3
"divid" 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 2 1 1 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 4 2 1 2 1 0 0 0 0 0 2 0 0 0 0 0 1 0
"mr" 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 0 4 2 0 2 3 0 3 0 6 0 0 0 1 0 1 0 0 0
"build" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 4 1 0 1 1 1 0 4 0 1 2 5 0 0 2 0 1 5 3 1 2 2 1 1 4
"thus" 1 0 0 0 1 0 0 3 3 0 1 0 2 2 0 0 2 4 0 0 0 0 1 1 1 1 1 3 0 0 1 0 0 0 0 1 0 0 0 0 0 0 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"side" 1 0 0 0 0 0 1 0 2 0 0 0 0 1 0 0 2 1 4 0 0 0 0 0 0 0 1 0 0 0 0 2 0 1 1 1 1 1 0 0 0 0 0 8 1 1 0 0 3 1 0 0 0 1 1 1 0 0 0 0
"final" 1 0 0 0 1 0 0 0 0 0 0 2 0 1 0 0 0 1 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 2 0 5 0 0 0 0 0 2 1 0 0 0 1 1 0 1 1 0
"weak" 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 0 3 1 0 0 2 0 1 0 0 0 0 0 0 0 0 1 1 1 4 0 3 1 4 0 0 0 0 0 1 1 1 0 0 0 0
"begin" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 2 1 1 0 0 0 1 0 2 1 1 0 2 0 0 2 2 0 4 0 2 1 2 5 4 2 1 0 3 0 2 0 0 0 4
"dare" 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0
"join" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 3 1 3 1 2 0 2 0 1 0 1 1 0 0 2 0 1 3 0
"struggl" 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 2 0 0 0 0 1 1 1 0 1 0 0 0 0 3 2 1 0 0 0 0 0 0 0 0 1 1 3 1 0 0 1 3 3 0 0 0 1 0 1 0 1 2 0
"go" 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 3 0 1 0 0 0 0 0 0 2 1 0 2 1 1 1 1 0 1 2 2 0 1 0 0 3 2 6 1 0 7 3 2 1 3 0 1 0 0 1 1 8
"coven" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"find" 0 0 0 1 2 1 2 4 2 0 0 1 0 2 2 0 2 0 2 0 0 1 0 1 0 5 1 1 2 0 1 0 0 2 3 5 1 3 2 0 1 1 0 2 4 2 1 0 1 2 1 0 1 2 3 2 2 0 0 0
"enemi" 0 0 2 0 0 0 2 0 3 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 2 3 1 0 1 1 0 0 1 0 1 3 1 1 0 0 2
"reach" 0 0 0 2 1 0 0 0 0 0 0 0 2 0 0 0 1 3 2 0 1 0 1 0 0 0 1 0 0 0 2 1 0 1 2 2 0 1 0 0 0 2 0 0 1 7 2 0 1 3 1 0 3 1 1 1 1 0 0 0
"moment" 0 0 0 2 0 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 1 0 1 1 0 0 0 1 2 0 0 0 0 0 0 0 1 1 1 0 1 3 1 0 3 7 0 0 1 3 3 0 1 0 0 4 2 2 6 1
"forward" 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 2 0 0 1 0 0 1 1 2 0 0 0 0 0 0 6 3 0 1 4 0 0 1 0 3 3 1 2 4 3
"centuri" 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 4 1 4 0 0 1 2 1 0 0 0 0 0 0 3 1 1 1 3 0 2 1 5 3 1 1 3 2 2 21 2 3 0 1 0 4 0
"open" 0 0 2 0 1 0 1 0 2 0 0 0 2 1 1 0 4 0 1 0 0 0 0 2 0 1 1 1 2 0 1 0 0 1 2 2 0 0 0 0 0 0 0 0 0 4 0 2 2 1 0 0 2 0 0 0 1 2 1 0
"last" 0 0 0 0 0 0 2 0 3 2 0 1 2 2 2 0 2 0 0 1 0 1 0 2 1 0 0 4 0 1 2 1 1 1 2 0 0 2 0 1 3 0 2 1 0 4 2 1 1 2 1 0 3 1 0 3 2 0 2 0
"heard" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 0 1 1 1
"promis" 0 0 0 0 0 0 0 0 0 2 0 0 1 3 0 0 0 0 0 0 0 1 0 3 1 2 3 1 1 0 7 0 0 0 2 0 0 1 0 0 0 1 1 0 3 4 4 0 0 0 1 1 11 5 2 3 2 1 1 2
"abroad" 0 0 1 1 0 0 0 1 0 1 0 0 3 0 1 0 3 0 0 0 0 0 1 0 0 0 0 1 1 0 3 0 0 0 3 3 0 0 0 0 0 0 0 0 0 1 8 1 0 0 0 1 0 0 0 0 1 0 0 1
"role" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 7 0 0 0 0 0 1 0 0 1 1 0 1 0
"bold" 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 5 2 0 1 0 3 1 0 0 1 0 0 2 1
"challeng" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 0 1 2 0 1 0 0 5 0 0 2 3 6 5 2 1 2 1 2 6 3
"era" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 0 2 0 0 0 0 0 0 0 1 5 0 1 0 1 1 1 0 0 2 0 0 1 1
"dream" 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 3 2 5 5 3 0 0 7 1 0 0 1 6 2 7
"societi" 0 0 2 0 2 0 2 0 1 0 0 1 0 0 1 0 2 0 0 0 0 1 0 0 0 1 0 0 0 0 1 2 0 0 3 0 0 1 1 0 1 0 1 1 1 1 0 3 1 3 1 0 1 2 3 1 1 0 0 3
"say" 0 0 1 0 0 0 0 0 0 1 0 0 0 4 2 0 2 0 4 0 0 1 1 1 0 0 0 0 0 0 2 1 0 0 1 0 0 2 0 0 1 0 0 0 2 2 0 3 2 2 5 2 1 0 0 3 1 0 5 1
