"1789-Washington" "1793-Washington" "1797-Adams" "1801-Jefferson" "1805-Jefferson" "1809-Madison" "1813-Madison" "1817-Monroe" "1821-Monroe" "1825-Adams" "1829-Jackson" "1833-Jackson" "1837-VanBuren" "1841-Harrison" "1845-Polk" "1849-Taylor" "1853-Pierce" "1857-Buchanan" "1861-Lincoln" "1865-Lincoln" "1869-Grant" "1873-Grant" "1877-Hayes" "1881-Garfield" "1885-Cleveland" "1889-Harrison" "1893-Cleveland" "1897-McKinley" "1901-McKinley" "1905-Roosevelt" "1909-Taft" "1913-Wilson" "1917-Wilson" "1921-Harding" "1925-Coolidge" "1929-Hoover" "1933-Roosevelt" "1937-Roosevelt" "1941-Roosevelt" "1945-Roosevelt" "1949-Truman" "1953-Eisenhower" "1957-Eisenhower" "1961-Kennedy" "1965-Johnson" "1969-Nixon" "1973-Nixon" "1977-Carter" "1981-Reagan" "1985-Reagan" "1989-Bush" "1993-Clinton" "1997-Clinton" "2001-Bush" "2005-Bush" "2009-Obama" "2013-Obama" "2017-Trump" "2021-Biden" "2025-Trump"
"view" 2 0 0 1 2 1 1 2 3 2 2 1 3 1 3 1 6 2 5 0 1 2 2 1 1 2 0 5 0 0 4 1 1 1 0 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0
"equal" 2 0 3 4 3 2 1 6 13 6 1 1 5 2 10 0 3 3 3 0 1 2 4 6 1 3 2 1 2 0 1 1 6 3 0 2 1 0 0 0 5 6 3 0 0 2 1 2 2 1 0 0 2 1 1 1 7 0 1 1
"polici" 2 0 0 0 0 1 1 3 3 5 1 3 2 2 9 2 2 2 1 0 2 0 2 1 5 8 1 9 3 0 14 1 0 4 7 3 3 0 0 0 1 1 0 0 0 0 7 1 0 0 0 0 0 0 2 0 0 0 0 3
"union" 2 0 2 2 3 2 0 10 5 20 1 9 2 13 32 2 5 9 20 4 2 2 3 11 0 4 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 5 1 0 4 1 1 0 1 0 2 0
"advantag" 2 0 1 0 0 0 0 6 4 0 1 0 2 2 1 0 3 2 1 0 0 1 0 0 1 3 2 2 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
"heaven" 2 0 0 0 0 0 1 0 0 2 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1
"right" 2 0 2 7 4 5 2 6 7 10 4 3 5 19 17 2 16 4 16 3 2 1 6 6 6 8 3 7 3 3 10 4 4 1 12 4 1 0 1 0 8 3 2 4 1 0 7 4 1 5 5 2 1 1 6 2 3 5 3 7
"experi" 2 0 3 2 3 0 0 4 4 2 1 1 9 3 2 1 6 2 1 0 0 1 0 4 0 1 0 4 1 2 1 0 0 4 5 1 1 1 2 0 2 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
"american" 2 0 3 0 1 0 1 1 0 0 0 2 1 7 0 2 2 2 2 1 0 0 1 1 4 6 9 9 7 0 8 0 2 9 3 6 2 4 4 1 4 3 2 4 7 4 2 3 10 14 4 14 16 9 10 5 10 15 18 20
"decid" 2 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0
"light" 2 0 0 1 0 1 0 1 2 0 1 0 1 0 0 0 4 0 0 0 0 0 0 4 0 1 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 5 1 2 0 2 0 0 0 1 2 1 0 0 0 2 1 0 1 0
"opportun" 2 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 3 3 6 4 6 0 3 1 0 2 0 1 0 0 2 2 1 4 4 0 3 4 1 0 1 2 0 1 1
"requir" 2 1 0 0 1 0 1 2 4 1 2 0 0 4 4 0 4 5 1 0 3 1 1 2 1 2 1 0 2 0 7 0 0 2 7 0 2 2 0 0 1 1 0 1 2 0 2 1 3 0 0 1 0 1 2 1 8 0 2 0
"pecuniari" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fellow-citizen" 1 0 3 2 0 1 1 5 1 0 0 0 0 11 1 1 0 2 1 0 0 1 0 2 1 1 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"senat" 1 0 1 0 0 0 0 0 0 0 0 0 0 5 0 1 0 0 0 0 0 0 1 0 0 1 0 3 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 2 4 3 0 0 0 0 0 0 0 0 1
"among" 1 0 4 1 7 0 1 3 1 3 1 1 3 3 6 1 0 2 6 1 1 0 1 1 2 4 2 3 2 1 9 0 0 3 3 4 0 5 0 0 2 3 1 0 3 1 1 2 4 2 0 1 0 0 1 0 1 0 0 0
"vicissitud" 1 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"incid" 1 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"life" 1 0 2 1 2 1 1 1 2 1 0 1 1 1 3 0 0 0 0 0 0 0 0 2 3 2 4 1 3 6 2 8 6 4 5 4 2 3 9 2 5 7 2 3 1 5 1 2 2 2 4 2 3 3 4 3 4 2 1 3
"fill" 1 0 0 0 0 1 0 0 0 0 0 0 1 1 2 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1 0 1 1 1 0 1
"greater" 1 0 0 1 0 0 1 3 0 0 0 1 0 4 1 0 0 1 1 0 1 0 0 3 0 2 0 2 1 0 3 0 0 1 1 5 0 1 1 0 4 0 2 0 1 0 0 0 3 0 2 0 0 1 1 4 1 0 0 2
"anxieti" 1 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 0 0 1 0 0 2 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"notif" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"transmit" 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 2 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"receiv" 1 0 0 0 0 0 2 1 2 1 0 0 3 3 0 1 0 1 0 0 1 3 0 1 1 0 0 1 0 0 1 0 0 1 0 1 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"14th" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"month" 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 2 0 0 1 2
"hear" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 2 1 3 0
"vener" 1 0 2 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"chosen" 1 0 0 1 0 0 0 0 0 0 0 0 1 0 3 1 0 0 1 0 0 1 1 0 1 0 2 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 3 1 0 0 0 0
"fondest" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"predilect" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"flatter" 1 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"decis" 1 0 0 1 1 1 0 0 5 0 0 1 0 2 0 1 1 1 4 0 0 0 2 1 0 1 0 0 0 0 0 1 0 1 2 0 1 1 1 0 1 0 0 0 0 0 1 0 1 1 1 0 0 0 0 1 1 1 0 0
"asylum" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"year" 1 0 5 0 4 0 0 2 10 8 0 1 3 6 2 0 1 2 4 4 4 3 2 4 1 3 0 11 4 0 5 3 3 0 3 2 1 5 7 2 2 0 1 2 3 6 9 2 2 8 2 0 3 2 3 3 5 2 5 8
"dear" 1 0 0 1 0 0 0 1 0 1 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"addit" 1 0 0 0 0 0 0 1 1 0 0 0 0 3 2 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 3 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"habit" 1 0 0 0 3 0 1 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 1 0 0 0 0
"inclin" 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"frequent" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"interrupt" 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"health" 1 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 4 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 1 1 2 1 0 1 1
"gradual" 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"wast" 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 2 1 1 0 1 3 0 1 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"commit" 1 0 1 1 0 0 0 1 2 1 0 0 1 5 1 1 0 0 0 0 0 1 0 1 1 0 0 1 1 0 0 0 0 3 1 1 0 0 0 0 0 0 0 2 0 3 2 2 1 0 1 0 0 5 1 0 2 0 0 0
"time" 1 0 3 0 6 1 0 5 8 6 1 2 7 11 5 1 7 7 5 1 0 3 7 6 4 4 1 6 3 0 8 1 3 1 4 3 5 3 2 1 4 5 6 2 4 7 7 5 9 13 9 7 13 7 8 6 11 2 4 5
"magnitud" 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"difficulti" 1 0 0 2 0 3 0 2 1 1 0 1 3 6 1 0 0 1 2 0 0 0 0 0 0 3 0 2 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
"wisest" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"experienc" 1 0 0 0 1 0 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"distrust" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"scrutini" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"overwhelm" 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0
"despond" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"inherit" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 1 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"inferior" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"endow" 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"unpract" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"civil" 1 0 0 1 1 2 1 1 3 2 1 0 2 4 1 3 1 3 2 1 2 7 3 2 5 5 1 4 5 1 1 0 0 13 2 6 1 2 1 1 1 0 0 1 0 1 1 0 0 0 1 3 1 6 0 1 0 1 2 1
"conscious" 1 0 1 1 0 1 0 2 0 1 0 0 3 0 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 3 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"defici" 1 0 0 0 0 1 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"conflict" 1 0 0 1 0 0 0 1 4 2 1 0 3 0 1 2 1 0 1 2 0 0 1 1 1 0 0 0 0 0 2 0 0 1 1 0 0 0 0 0 0 1 2 0 0 0 2 0 1 0 0 0 0 0 0 2 0 0 0 0
"emot" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"aver" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"faith" 1 0 3 3 1 0 1 6 1 3 2 0 4 3 2 2 3 2 4 0 3 1 2 2 3 3 2 4 7 1 2 0 0 0 6 5 1 2 4 1 4 14 0 2 5 1 4 2 3 3 2 2 1 3 2 3 2 0 3 2
"studi" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"collect" 1 0 0 0 3 0 0 0 2 0 0 0 0 1 4 0 1 1 1 0 3 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1
"appreci" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"task" 1 0 0 1 0 0 0 0 0 0 2 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 2 0 2 3 0 3 3 8 0 1 4 1 3 0 1 1 0 0 0 3 0 1 0 1 0 1 1 1 3 2 2 0 1 0
"much" 1 0 1 2 0 0 0 5 5 1 0 0 2 10 2 1 3 4 5 0 0 0 0 2 1 1 1 2 0 3 5 2 0 1 12 3 1 1 0 0 0 0 2 1 1 0 1 0 4 4 3 2 1 2 0 1 0 1 8 6
"sway" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"grate" 1 0 0 1 0 1 0 1 1 1 0 0 1 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 1 0 0
"remembr" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"affection" 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sensibl" 1 0 0 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"transcend" 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"proof" 1 0 1 0 1 1 1 4 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"thenc" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"littl" 1 0 3 1 0 0 1 0 0 1 0 0 1 0 0 0 0 2 3 1 0 0 0 2 1 0 0 0 0 0 1 1 0 2 3 2 1 1 2 0 0 1 0 2 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0
"incapac" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"disinclin" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"weighti" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"untri" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"error" 1 0 0 4 1 1 0 0 1 1 0 0 2 7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"palliat" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"motiv" 1 0 0 0 1 1 0 1 0 0 0 0 1 4 0 0 1 1 0 0 0 0 3 0 0 2 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0
"mislead" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"consequ" 1 0 1 1 0 0 0 0 2 0 0 0 3 6 3 0 2 2 2 0 0 0 1 0 0 1 0 0 2 0 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
"partial" 1 0 2 0 0 1 0 0 0 2 1 1 2 3 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"origin" 1 0 0 0 0 0 1 1 1 2 0 0 0 2 1 1 1 1 2 0 1 0 0 1 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0
"obedi" 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 1 2 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"repair" 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0
"improp" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"omit" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"act" 1 1 0 0 4 0 0 1 3 0 1 1 1 12 3 0 5 2 4 0 0 2 2 1 1 2 0 0 4 2 2 0 0 0 2 1 3 0 2 0 0 2 1 0 0 0 5 0 5 2 3 2 0 2 5 1 6 0 3 2
"now" 1 2 0 1 3 1 3 0 6 3 1 3 5 5 4 2 3 7 15 2 8 3 6 9 0 5 3 10 10 2 5 3 4 1 2 0 3 3 0 1 6 0 3 2 5 9 1 3 5 10 1 5 6 2 4 6 5 6 5 9
"oath" 0 2 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 2 6 1 2 0 0 0 3 3 2 2 0 0 2 0 1 1 0 2 0 1 0 1 0 1 1 1 1 2 0 1 1 1 1 1 0 1 1 3 4 2 3 0
"function" 1 1 0 1 1 1 0 1 0 2 1 0 1 1 0 1 0 0 0 0 0 0 0 1 2 0 1 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"express" 1 1 2 1 1 1 0 2 1 0 1 4 2 4 1 0 4 3 4 0 2 0 2 1 0 1 1 1 0 1 1 0 0 7 4 5 0 0 1 0 1 2 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 1
"distinguish" 1 1 0 0 0 1 2 2 1 1 0 0 0 4 2 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0
"besid" 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"proper" 1 1 0 1 0 0 1 3 4 0 3 1 0 7 4 1 2 2 5 1 2 1 1 1 1 3 0 3 0 0 18 1 0 0 0 2 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"occas" 1 1 2 0 4 1 0 0 1 0 1 1 2 3 1 0 0 2 0 2 0 0 1 0 1 5 1 0 1 0 1 1 0 2 0 2 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0
"take" 1 1 0 1 1 0 0 1 2 0 1 2 0 4 3 2 1 3 7 1 0 0 0 0 2 2 1 3 3 0 6 1 0 3 1 2 3 2 1 0 2 0 0 1 0 1 1 1 3 2 3 2 1 1 0 2 1 1 2 3
"upon" 0 1 5 1 0 2 0 1 0 16 0 5 13 34 14 2 24 3 15 1 4 4 15 13 5 21 6 31 11 1 16 8 13 6 12 17 4 6 2 1 2 10 6 0 2 0 0 1 5 2 0 0 3 1 1 3 2 0 0 0
